Date/Time :,2020/12/16 @ 02:59:50 PM,2020/12/17 @ 03:07:58 PM,2020/12/18 @ 02:59:02 PM,2020/12/19 @ 03:07:32 PM,2020/12/20 @ 02:58:37 PM,2020/12/21 @ 03:06:01 PM,2020/12/22 @ 02:58:03 PM,2020/12/23 @ 03:06:55 PM
Survey Type :,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS
X Units :,Meters,Meters,Meters,Meters,Meters,Meters,Meters,Meters
Y Units :,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius
Calibrated Depth Interval :,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Distance Average :,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Time Average :,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59
Asset :,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5
Probe Name :,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5,1AP5
Distance (m),Temp(C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C)

1029.500,123.272,123.473,123.954,123.351,123.353,123.302,123.489,124.094
1030.031,123.272,123.473,123.986,123.383,123.509,123.521,123.645,124.219
1030.531,123.304,123.255,123.954,123.383,123.353,123.271,123.645,124.282
1031.031,123.116,122.973,123.704,123.070,122.916,123.052,123.301,123.813
1031.563,123.116,123.130,123.892,123.101,122.916,122.989,123.426,123.969
1032.063,123.522,123.442,124.111,123.414,123.228,123.271,123.739,124.251
1032.563,123.866,123.755,124.267,123.758,123.572,123.677,123.958,124.719
1033.094,123.647,123.536,124.423,123.851,123.728,123.739,123.895,124.563
1033.594,123.366,123.442,124.361,123.414,123.384,123.521,123.770,124.469
1034.094,123.147,123.286,124.236,123.164,123.291,123.177,123.708,124.313
1034.625,123.335,123.442,124.173,123.445,123.603,123.521,123.801,124.407
1035.125,123.710,123.598,124.454,123.883,123.853,123.958,124.114,124.626
1035.625,124.116,124.005,124.642,124.195,124.134,124.208,124.333,125.063
1036.156,124.522,124.567,124.954,124.508,124.478,124.489,124.801,125.251
1036.656,124.710,124.755,125.392,124.758,124.916,124.614,125.051,125.657
1037.156,124.929,124.911,125.454,124.820,124.978,124.864,125.051,125.844
1037.688,124.897,124.692,125.454,124.570,124.759,124.958,125.083,125.844
1038.188,124.522,124.411,125.111,124.476,124.509,124.583,124.864,125.469
1038.688,124.272,124.161,124.923,124.289,124.353,124.396,124.583,125.188
1039.219,123.929,124.036,124.579,123.914,123.916,124.208,124.395,124.751
1039.719,123.522,123.567,124.142,123.601,123.447,123.864,123.833,124.469
1040.219,123.085,123.317,123.798,123.101,123.197,123.239,123.551,124.219
1040.750,123.210,123.192,123.642,123.164,123.197,123.177,123.520,124.157
1041.250,123.491,123.317,123.986,123.414,123.228,123.458,123.583,124.376
1041.750,123.741,123.536,124.204,123.539,123.541,123.552,123.926,124.688
1042.281,123.491,123.505,124.236,123.508,123.447,123.552,123.708,124.532
1042.781,123.304,123.505,124.204,123.476,123.541,123.552,123.770,124.532
1043.313,123.710,124.067,124.548,123.726,123.759,123.864,124.176,124.813
1043.813,125.210,125.255,126.142,125.133,125.166,125.114,125.583,126.282
1044.313,127.710,127.723,128.673,127.570,127.416,127.521,127.833,128.594
1044.844,129.710,129.973,130.767,130.164,129.978,129.802,130.239,130.938
1045.344,130.585,130.661,131.423,130.726,130.541,130.802,130.958,131.563
1045.844,129.554,129.661,130.392,129.914,129.603,129.864,129.989,130.626
1046.375,127.772,127.848,128.548,128.039,127.916,128.271,128.426,128.907
1046.875,126.366,126.255,127.048,126.476,126.478,126.521,126.801,127.438
1047.375,125.460,125.317,126.017,125.383,125.447,125.489,125.801,126.376
1047.906,124.804,124.848,125.611,124.851,124.822,124.833,125.270,125.688
1048.406,124.429,124.286,125.111,124.289,124.322,124.271,124.833,125.376
1048.906,124.210,124.098,124.704,123.726,124.072,124.021,124.333,124.876
1049.438,123.679,123.786,124.392,123.758,123.759,123.927,123.958,124.688
1049.938,123.647,123.505,124.111,123.351,123.416,123.614,123.958,124.282
1050.438,123.304,123.536,124.048,123.414,123.416,123.489,123.833,124.344
1050.969,123.991,123.817,124.454,123.914,123.947,123.927,124.114,124.969
1051.469,124.429,124.130,125.142,124.289,124.259,124.458,124.708,125.376
1051.969,124.272,124.130,125.236,124.258,124.447,124.364,124.708,125.438
1052.500,123.835,124.036,124.798,123.976,124.103,124.021,124.208,125.032
1053.000,123.679,123.880,124.736,123.851,123.759,123.771,124.083,124.969
1053.500,124.179,124.255,124.923,123.945,124.103,124.146,124.364,125.032
1054.031,124.554,124.661,125.236,124.476,124.478,124.552,124.864,125.344
1054.531,124.897,124.973,125.548,124.883,124.697,124.802,125.176,125.751
1055.031,125.241,125.161,125.704,125.008,124.978,125.083,125.520,126.063
1055.563,125.241,124.848,125.861,125.008,124.916,125.239,125.426,125.938
1056.063,124.960,124.848,125.673,124.883,124.728,125.021,125.208,125.688
1056.563,124.522,124.411,125.017,124.258,124.291,124.427,124.739,125.188
1057.094,123.929,123.848,124.611,123.945,123.791,123.896,124.176,125.063
1057.594,124.022,124.036,124.642,123.789,123.697,123.864,124.051,124.938
1058.094,124.210,123.973,124.798,124.070,124.041,124.021,124.301,124.938
1058.625,124.179,124.098,124.892,124.101,124.103,124.146,124.551,124.907
1059.125,123.991,123.911,124.736,123.914,124.072,124.083,124.301,124.938
1059.625,123.804,123.598,124.423,123.695,123.853,123.833,123.989,124.688
1060.156,124.147,123.848,124.767,123.883,123.947,124.083,124.239,124.719
1060.656,124.554,124.473,125.204,124.601,124.353,124.521,124.833,125.157
1061.156,124.616,124.755,125.267,124.601,124.509,124.646,124.958,125.594
1061.688,124.147,124.286,125.017,124.289,124.322,124.489,124.833,125.313
1062.188,124.085,124.192,125.017,124.289,124.134,124.364,124.739,125.126
1062.719,124.366,124.161,125.017,124.289,124.197,124.396,124.770,125.188
1063.219,124.429,124.505,125.017,124.289,124.353,124.583,124.833,125.438
1063.719,124.616,124.786,125.548,124.633,124.509,124.896,124.895,125.813
1064.250,125.085,125.317,126.017,125.164,125.072,125.333,125.551,126.157
1064.750,125.835,125.911,126.642,125.726,125.728,125.864,126.208,126.782
1065.250,126.304,126.098,127.079,126.320,126.353,126.302,126.426,127.094
1065.781,126.460,126.317,127.142,126.476,126.353,126.489,126.676,127.157
1066.281,126.460,126.411,127.017,126.226,126.384,126.302,126.676,127.157
1066.781,125.710,125.817,126.486,125.914,125.822,125.958,126.364,126.907
1067.313,125.179,125.098,125.798,125.070,125.166,125.208,125.708,126.251
1067.813,124.491,124.473,125.111,124.320,124.353,124.427,124.833,125.532
1068.313,124.116,124.098,124.673,124.039,124.009,123.927,124.395,125.001
1068.844,123.835,123.942,124.611,123.976,123.759,123.864,124.239,124.751
1069.344,123.741,123.817,124.517,123.883,123.884,123.896,124.270,124.719
1069.844,123.866,123.848,124.454,123.820,123.916,123.989,124.270,124.719
1070.375,123.929,123.848,124.423,123.633,123.916,123.989,124.051,124.844
1070.875,123.897,123.942,124.548,123.633,123.822,124.083,124.114,124.844
1071.375,124.647,124.567,125.236,124.320,124.384,124.614,124.833,125.407
1071.906,125.554,125.380,126.298,125.414,125.416,125.552,125.551,126.251
1072.406,126.585,126.598,127.392,126.664,126.447,126.677,126.708,127.313
1072.906,127.616,127.473,128.361,127.351,127.353,127.489,127.864,128.063
1073.438,127.866,127.911,128.548,127.851,127.791,127.771,128.145,128.563
1073.938,127.804,127.848,128.517,127.851,127.728,127.771,128.270,128.594
1074.438,127.460,127.317,127.954,127.226,127.228,127.271,127.614,128.219
1074.969,126.116,126.255,126.892,126.226,126.353,126.364,126.676,126.969
1075.469,124.991,125.130,126.017,125.164,125.291,125.177,125.551,126.313
1075.969,124.616,124.630,125.329,124.633,124.509,124.614,125.114,125.563
1076.500,124.741,124.755,125.517,124.726,124.603,124.864,125.114,125.563
1077.000,124.897,124.880,125.486,124.914,124.759,124.927,125.301,125.719
1077.500,125.272,125.286,125.986,125.101,125.103,125.052,125.395,126.094
1078.031,125.679,125.473,126.111,125.476,125.416,125.396,125.864,126.376
1078.531,125.491,125.536,126.017,125.508,125.541,125.552,125.739,126.469
1079.031,125.460,125.442,126.142,125.289,125.447,125.552,125.801,126.282
1079.563,125.460,125.598,126.267,125.320,125.322,125.583,126.051,126.407
1080.063,125.522,125.505,126.173,125.320,125.416,125.552,125.676,126.313
1080.563,125.366,125.130,125.736,125.195,125.134,125.146,125.333,126.094
1081.094,124.929,124.817,125.423,124.789,124.791,124.927,125.145,125.907
1081.594,124.741,124.723,125.486,124.664,124.697,124.739,124.989,125.563
1082.094,124.772,124.755,125.423,124.664,124.697,124.771,125.020,125.563
1082.625,124.772,124.786,125.361,124.695,124.697,124.677,125.114,125.407
1083.125,124.585,124.567,125.204,124.633,124.447,124.677,124.926,125.532
1083.656,124.054,124.317,124.798,124.008,124.259,124.333,124.583,124.969
1084.156,124.335,124.348,124.923,124.101,124.291,124.333,124.614,125.063
1084.656,124.616,124.723,125.267,124.351,124.603,124.677,124.895,125.313
1085.188,125.272,125.317,125.892,125.070,125.134,125.396,125.614,126.094
1085.688,125.929,125.880,126.673,125.820,125.822,125.896,126.208,126.907
1086.188,126.522,126.348,127.173,126.445,126.509,126.427,126.926,127.376
1086.719,127.116,127.098,127.829,126.789,127.009,127.021,127.239,127.876
1087.219,127.429,127.723,127.923,127.226,127.322,127.364,127.614,128.188
1087.719,127.585,127.536,128.298,127.570,127.478,127.427,127.864,128.407
1088.250,127.304,127.348,128.236,127.476,127.291,127.521,127.801,127.876
1088.750,126.522,126.630,127.392,126.383,126.447,126.802,126.708,127.438
1089.250,126.054,126.130,126.767,125.820,126.009,125.864,126.270,127.126
1089.781,125.741,125.817,126.361,125.820,125.728,125.677,126.083,126.594
1090.281,125.522,125.536,126.236,125.539,125.541,125.646,125.895,126.188
1090.781,125.866,125.598,126.298,125.633,125.416,125.583,125.926,126.313
1091.313,125.991,125.817,126.486,125.914,125.634,125.864,126.083,126.626
1091.813,125.835,125.723,126.423,125.695,125.697,125.739,126.083,126.688
1092.313,125.647,125.692,126.517,125.539,125.603,125.614,125.958,126.407
1092.844,125.647,125.567,126.392,125.570,125.603,125.614,125.895,126.282
1093.344,126.304,126.286,126.861,125.976,126.103,125.989,126.301,126.938
1093.844,127.116,127.067,127.579,127.008,126.822,127.052,127.176,127.594
1094.375,127.116,127.067,127.642,127.164,126.916,127.239,127.239,127.907
1094.875,126.710,126.536,127.361,126.851,126.478,126.708,127.020,127.532
1095.375,126.491,126.505,127.204,126.414,126.291,126.364,126.645,127.282
1095.906,126.647,126.411,127.142,126.351,126.416,126.396,126.614,127.282
1096.406,126.647,126.411,127.298,126.351,126.509,126.396,126.614,127.282
1096.906,126.460,126.630,127.111,126.445,126.447,126.396,126.676,127.188
1097.438,126.960,126.692,127.642,126.883,126.853,126.646,127.051,127.563
1097.938,127.429,127.223,127.923,127.164,127.291,127.177,127.364,128.001
1098.438,127.241,127.161,127.954,127.164,126.978,126.989,127.364,127.907
1098.969,127.210,127.130,127.736,127.070,126.916,126.927,127.239,128.001
1099.469,126.929,127.192,127.829,127.070,126.947,127.177,127.239,128.032
1099.969,126.897,127.005,127.829,126.789,126.978,127.052,127.395,127.782
1100.500,127.210,127.192,127.923,127.226,126.978,127.146,127.333,128.032
1101.000,127.741,127.692,128.486,127.601,127.572,127.677,127.958,128.563
1101.500,128.116,128.223,128.829,127.976,127.884,128.114,128.364,129.032
1102.031,128.710,128.786,129.392,128.570,128.572,128.521,128.833,129.282
1102.531,129.304,128.973,129.892,128.976,129.072,129.083,129.208,129.907
1103.031,129.210,128.911,129.736,128.914,128.947,129.052,129.208,129.751
1103.563,128.241,128.005,128.798,128.133,128.009,128.177,128.458,128.751
1104.063,127.304,127.005,127.736,126.976,126.884,127.021,127.176,127.844
1104.594,126.647,126.630,127.361,126.539,126.416,126.396,126.801,127.282
1105.094,126.366,126.505,127.142,126.445,126.353,126.271,126.645,127.282
1105.594,126.772,126.942,127.423,126.695,126.603,126.552,126.864,127.282
1106.125,127.210,127.130,127.829,127.070,126.884,126.958,127.145,127.501
1106.625,127.616,127.692,128.298,127.445,127.447,127.239,127.489,128.188
1107.125,127.741,127.942,128.454,127.664,127.666,127.583,127.801,128.438
1107.656,127.897,127.942,128.579,127.539,127.697,127.739,128.176,128.751
1108.156,128.147,127.880,128.548,127.758,127.853,127.958,128.270,128.969
1108.656,128.366,128.505,128.986,128.289,128.134,128.396,128.801,129.469
1109.188,129.210,129.411,129.829,128.695,129.259,129.177,129.551,130.188
1109.688,129.866,129.723,130.361,129.508,129.697,129.896,129.989,130.719
1110.188,129.897,129.848,130.642,129.820,129.791,129.927,130.051,130.938
1110.719,129.491,129.348,130.017,129.414,129.259,129.458,129.770,130.376
1111.219,128.147,128.223,128.892,128.101,128.134,128.114,128.551,129.094
1111.719,126.991,127.067,127.767,126.914,127.134,127.114,127.551,128.001
1112.250,127.272,127.411,128.017,127.226,127.197,127.208,127.614,128.094
1112.750,128.022,128.130,128.892,127.976,127.853,128.052,128.145,128.782
1113.250,128.397,128.348,128.923,128.226,128.322,128.239,128.426,128.969
1113.781,127.772,127.567,128.267,127.476,127.603,127.614,127.864,128.563
1114.281,126.960,126.848,127.392,126.851,126.728,126.708,127.333,127.751
1114.781,126.679,126.755,127.111,126.320,126.416,126.458,126.708,127.063
1115.313,126.804,126.786,127.361,126.539,126.416,126.427,126.708,127.407
1115.813,126.991,126.973,127.611,126.820,126.822,126.677,127.051,127.688
1116.313,126.991,127.067,127.861,126.976,126.978,126.989,127.176,127.844
1116.844,127.397,127.223,127.861,127.133,127.259,127.271,127.614,128.157
1117.344,127.397,127.255,128.079,127.008,127.259,127.208,127.333,128.063
1117.844,127.272,127.067,127.611,126.758,126.853,126.708,127.114,127.719
1118.375,127.554,127.380,127.892,127.226,127.228,127.052,127.551,128.032
1118.875,127.929,128.098,128.642,127.726,127.759,127.708,128.020,128.532
1119.375,128.585,128.661,129.111,128.320,128.291,128.302,128.489,129.157
1119.906,129.241,129.255,129.861,128.914,129.041,128.958,129.176,129.844
1120.406,129.522,129.598,130.361,129.445,129.603,129.396,129.833,130.219
1120.906,129.429,129.567,130.204,129.445,129.603,129.396,129.739,130.126
1121.438,128.397,128.442,129.111,128.289,128.541,128.521,128.801,129.282
1121.938,127.366,127.380,127.642,127.195,127.103,127.177,127.364,127.907
1122.438,127.022,126.911,127.423,126.758,126.697,126.677,126.958,127.594
1122.969,127.272,127.255,127.861,127.039,127.009,127.052,127.239,127.907
1123.469,127.429,127.317,127.954,127.226,127.322,127.177,127.614,128.032
1124.000,127.491,127.380,128.017,127.351,127.322,127.239,127.301,128.001
1124.500,127.335,127.348,128.017,127.195,127.103,127.177,127.301,127.938
1125.000,127.585,127.442,128.267,127.320,127.291,127.458,127.614,128.251
1125.531,128.272,128.130,128.923,128.070,128.134,128.021,128.551,129.001
1126.031,129.085,129.192,130.142,129.164,129.259,129.177,129.520,130.094
1126.531,128.929,129.036,129.986,128.914,128.947,129.177,129.426,129.907
1127.063,127.960,127.973,128.642,127.883,127.947,127.989,128.145,128.938
1127.563,127.585,127.286,128.017,127.226,127.134,127.052,127.333,128.094
1128.063,127.335,126.973,127.798,127.133,127.009,127.052,127.239,127.813
1128.594,127.179,127.036,127.861,127.039,126.978,126.989,127.239,127.813
1129.094,127.304,127.286,128.017,127.320,127.103,127.177,127.458,127.969
1129.594,127.397,127.286,127.861,127.226,127.259,127.302,127.395,128.032
1130.125,127.522,127.598,128.111,127.445,127.509,127.427,127.895,128.251
1130.625,128.116,128.130,129.017,128.101,128.041,127.958,128.520,128.844
1131.125,128.960,128.692,129.642,128.758,128.759,128.771,129.020,129.563
1131.656,129.866,129.755,130.361,129.601,129.572,129.646,129.989,130.469
1132.156,130.460,130.317,130.923,130.289,130.416,130.239,130.645,131.219
1132.656,130.147,130.098,130.736,130.070,130.041,130.114,130.426,131.001
1133.188,130.179,130.161,130.954,130.258,130.259,130.114,130.458,131.032
1133.688,131.366,131.411,132.079,131.383,131.353,131.302,131.489,131.844
1134.188,132.991,133.098,133.673,132.851,132.822,132.833,133.083,133.251
1134.719,134.054,134.161,134.986,134.101,133.947,133.739,134.114,134.407
1135.219,134.366,134.411,135.298,134.320,134.541,134.208,134.364,134.719
1135.719,133.585,133.473,134.111,133.445,133.478,133.302,133.583,134.001
1136.250,131.835,131.942,132.486,131.820,131.853,131.896,132.051,132.782
1136.750,129.647,129.567,130.329,129.695,129.728,129.739,129.864,130.532
1137.250,127.804,127.880,128.423,128.008,127.822,127.989,128.239,128.751
1137.781,127.304,127.130,128.079,127.226,127.166,127.302,127.364,128.126
1138.281,127.304,127.161,127.861,127.226,127.134,127.208,127.239,127.876
1138.781,127.491,127.317,127.986,127.289,127.291,127.208,127.520,128.032
1139.313,127.397,127.536,128.079,127.320,127.384,127.427,127.520,128.126
1139.813,127.179,127.130,127.829,126.883,127.041,127.052,127.426,127.907
1140.313,126.679,126.567,127.111,126.258,126.478,126.583,126.926,127.157
1140.844,126.210,126.223,126.923,125.976,125.978,125.989,126.489,126.813
1141.344,126.366,125.942,126.829,125.820,125.916,125.989,126.239,126.719
1141.844,126.272,126.223,126.736,126.008,125.947,126.052,126.458,126.876
1142.375,126.272,126.411,127.079,126.226,126.166,126.458,126.458,127.032
1142.875,126.460,126.505,126.954,126.289,126.228,126.333,126.458,127.094
1143.375,126.460,126.505,126.829,126.164,126.166,126.239,126.395,127.094
1143.906,126.085,126.098,126.767,125.851,126.009,125.927,126.176,126.844
1144.406,125.960,125.848,126.611,125.601,126.009,125.896,126.145,126.751
1144.938,126.179,126.067,126.767,126.008,126.134,126.208,126.333,126.938
1145.438,126.491,126.348,127.079,126.351,126.228,126.177,126.426,126.813
1145.938,126.741,126.848,127.236,126.414,126.478,126.302,126.520,127.001
1146.469,126.647,126.723,127.111,126.226,126.478,126.364,126.770,127.126
1146.969,126.335,126.348,126.923,126.101,126.197,126.364,126.551,127.001
1147.469,126.304,126.067,126.736,125.945,126.166,125.989,126.239,126.719
1148.000,126.116,125.942,126.548,125.883,125.853,125.927,126.083,126.688
1148.500,125.866,125.505,126.423,125.570,125.509,125.614,125.989,126.438
1149.000,125.554,125.442,126.142,125.539,125.728,125.427,125.708,126.157
1149.531,125.897,125.630,126.267,125.383,125.634,125.489,125.708,126.219
1150.031,125.804,125.755,126.267,125.695,125.603,125.458,125.864,126.469
1150.531,125.804,125.880,126.423,125.695,125.541,125.583,125.864,126.563
1151.063,125.929,125.880,126.611,125.695,125.853,125.583,125.958,126.626
1151.563,125.897,125.942,126.642,125.789,125.791,125.927,125.958,126.626
1152.063,126.179,125.973,126.642,126.008,125.884,125.989,126.083,126.688
1152.594,126.179,125.911,126.548,125.914,125.884,125.989,126.176,126.719
1153.094,126.085,125.692,126.486,125.539,125.666,125.739,126.051,126.626
1153.594,125.741,125.661,126.236,125.539,125.603,125.489,126.051,126.376
1154.125,125.772,125.755,126.267,125.539,125.666,125.552,125.958,126.407
1154.625,126.429,126.286,126.923,125.883,125.947,125.864,126.333,126.751
1155.125,126.710,126.817,127.236,126.289,126.384,126.583,126.895,127.376
1155.656,127.054,126.880,127.329,126.695,126.697,126.927,127.145,127.844
1156.156,127.179,127.036,127.642,126.914,127.041,127.021,127.114,127.844
1156.656,127.054,127.130,127.798,126.883,126.822,126.677,127.114,127.844
1157.188,126.772,126.723,127.392,126.539,126.603,126.614,126.989,127.657
1157.688,126.335,126.286,126.986,126.039,126.291,126.177,126.458,127.001
1158.188,126.179,125.942,126.579,125.945,125.978,125.771,126.114,126.626
1158.719,125.991,125.973,126.673,125.758,125.916,125.771,125.958,126.688
1159.219,125.991,126.005,126.548,125.820,125.791,125.771,125.958,126.751
1159.719,126.147,126.098,126.611,125.851,125.759,125.864,126.083,126.751
1160.250,126.085,126.130,126.704,126.133,126.041,126.114,126.176,126.876
1160.750,126.147,126.223,126.798,126.133,126.041,126.396,126.364,127.001
1161.250,126.304,126.130,126.829,126.133,126.134,126.239,126.239,126.813
1161.781,126.241,126.067,126.861,125.976,125.884,125.896,126.208,126.688
1162.281,126.304,126.223,126.486,126.008,125.884,125.896,126.208,126.782
1162.781,126.429,126.536,126.986,126.383,126.259,126.552,126.551,127.032
1163.313,126.929,126.911,127.204,126.570,126.697,126.833,127.051,127.594
1163.813,127.335,127.255,127.767,126.945,127.197,127.083,127.239,127.938
1164.344,127.647,127.536,128.142,127.258,127.447,127.333,127.645,128.219
1164.844,127.741,127.723,128.298,127.414,127.634,127.521,127.739,128.407
1165.344,127.616,127.286,128.048,127.101,127.322,127.364,127.614,128.157
1165.875,127.210,126.973,127.736,126.664,126.947,126.802,127.239,127.751
1166.375,126.585,126.630,127.173,126.414,126.228,126.552,126.739,127.063
1166.875,126.491,126.317,127.048,126.195,126.072,126.271,126.614,127.001
1167.406,126.460,126.348,126.954,126.133,126.197,126.396,126.614,127.063
1167.906,126.616,126.755,127.236,126.476,126.509,126.427,126.676,127.251
1168.406,126.991,127.161,127.861,126.976,126.822,127.021,127.083,127.688
1168.938,127.460,127.567,127.954,127.320,127.384,127.333,127.676,128.157
1169.438,128.304,128.161,128.642,128.070,127.853,127.896,128.083,128.782
1169.938,129.866,129.661,130.361,129.508,129.259,129.458,129.551,130.251
1170.469,132.210,132.005,132.673,131.695,131.603,131.927,132.051,132.563
1170.969,135.085,134.973,135.861,134.883,134.791,134.833,134.989,135.782
1171.469,137.835,137.942,138.642,137.508,137.853,137.364,138.051,138.532
1172.000,139.491,139.692,140.423,139.289,139.416,139.396,139.614,140.094
1172.500,139.772,139.911,140.642,139.820,139.884,140.021,140.239,140.469
1173.000,139.710,139.880,140.517,139.758,139.853,139.771,140.020,140.563
1173.531,139.522,139.505,140.267,139.445,139.478,139.458,140.020,140.407
1174.031,138.960,139.098,140.079,139.164,139.384,139.458,139.801,140.344
1174.531,137.960,138.067,138.892,138.164,138.447,138.364,138.614,139.407
1175.063,135.679,135.848,136.642,135.883,136.166,136.239,136.864,137.282
1175.563,132.335,132.598,133.173,132.695,132.759,133.208,133.551,134.219
1176.063,129.397,129.536,130.236,129.476,129.509,129.864,130.270,131.001
1176.594,127.647,127.786,128.392,127.726,127.572,127.833,127.989,128.813
1177.094,126.679,126.880,127.454,126.726,126.822,126.864,126.895,127.469
1177.594,126.429,126.192,126.986,126.258,126.103,126.239,126.458,126.969
1178.125,125.741,125.817,126.673,125.601,125.791,125.739,125.989,126.907
1178.625,125.429,125.598,126.204,125.289,125.384,125.427,125.676,126.407
1179.125,125.554,125.505,126.142,125.289,125.291,125.239,125.520,126.282
1179.656,125.554,125.505,126.173,125.289,125.291,125.239,125.645,126.219
1180.156,125.554,125.598,126.111,125.383,125.416,125.489,125.645,126.251
1180.656,125.554,125.442,126.142,125.383,125.416,125.489,125.676,126.282
1181.188,125.741,125.848,126.517,125.508,125.603,125.739,125.833,126.469
1181.688,125.991,125.848,126.517,125.601,125.634,125.739,126.051,126.626
1182.188,125.866,125.817,126.236,125.601,125.728,125.739,125.864,126.407
1182.719,125.585,125.661,126.173,125.476,125.478,125.614,125.614,126.407
1183.219,125.491,125.411,126.142,125.383,125.447,125.427,125.520,126.219
1183.719,125.522,125.442,126.142,125.351,125.416,125.271,125.395,126.063
1184.250,125.647,125.317,125.986,125.226,125.384,125.146,125.426,125.969
1184.750,125.616,125.442,126.204,125.226,125.259,125.239,125.583,126.001
1185.281,125.585,125.442,125.892,125.320,125.228,125.333,125.551,126.001
1185.781,125.335,125.411,125.986,125.258,125.197,125.333,125.551,125.938
1186.281,125.460,125.567,126.111,125.226,125.291,125.458,125.489,126.094
1186.813,125.679,125.567,126.111,125.320,125.353,125.552,125.489,126.188
1187.313,125.585,125.567,126.142,125.320,125.384,125.271,125.520,126.063
1187.813,125.429,125.536,126.111,125.289,125.384,125.239,125.395,125.844
1188.344,125.554,125.473,126.142,125.476,125.353,125.396,125.895,126.157
1188.844,125.679,125.630,126.267,125.476,125.509,125.521,125.801,126.344
1189.344,125.522,125.692,126.204,125.476,125.509,125.489,125.645,126.313
1189.875,125.522,125.661,126.079,125.445,125.353,125.364,125.489,126.063
1190.375,125.585,125.473,125.986,125.508,125.447,125.239,125.645,125.969
1190.875,125.554,125.536,126.111,125.320,125.447,125.427,125.801,126.094
1191.406,125.647,125.505,126.142,125.383,125.197,125.302,125.770,126.126
1191.906,125.397,125.286,125.861,125.258,125.322,125.146,125.426,126.001
1192.406,125.272,125.223,125.986,125.039,125.103,124.989,125.395,125.751
1192.938,125.335,125.286,125.829,125.039,125.134,125.146,125.520,125.751
1193.438,125.460,125.255,125.986,125.133,125.228,125.208,125.426,126.126
1193.938,125.397,125.317,126.079,125.133,125.353,125.333,125.426,126.157
1194.469,125.366,125.473,126.204,125.476,125.353,125.177,125.426,125.969
1194.969,125.804,125.473,126.267,125.383,125.478,125.583,125.739,126.126
1195.469,125.991,126.005,126.579,125.758,125.822,125.864,126.083,126.782
1196.000,126.179,126.255,126.923,126.039,125.916,125.958,126.333,126.844
1196.500,126.366,126.255,127.173,126.320,126.322,126.208,126.583,126.876
1197.000,126.647,126.380,127.298,126.508,126.353,126.302,126.583,127.094
1197.531,126.554,126.598,127.329,126.289,126.353,126.396,126.645,127.376
1198.031,126.397,126.473,127.204,126.289,125.791,126.271,126.614,127.126
1198.531,125.929,125.973,126.392,125.789,125.728,125.896,126.020,126.251
1199.063,125.429,125.223,125.954,125.351,125.384,125.396,125.458,125.876
1199.563,125.210,125.067,125.642,125.039,125.103,125.083,125.333,125.876
1200.063,125.210,125.192,125.798,124.851,124.947,124.958,125.426,125.876
1200.594,125.054,125.130,125.798,124.945,125.009,124.989,125.333,125.876
1201.094,125.054,125.161,125.767,125.039,125.009,125.177,125.333,125.813
1201.594,125.272,125.192,125.892,125.195,125.103,125.364,125.301,125.751
1202.125,125.179,125.161,125.767,124.976,125.009,124.989,125.301,125.782
1202.625,125.366,125.348,125.798,124.945,125.072,125.052,125.239,125.876
1203.125,125.522,125.442,125.986,125.226,125.384,125.364,125.364,125.938
1203.656,125.616,125.536,126.111,125.539,125.541,125.364,125.426,126.157
1204.156,125.679,125.442,126.079,125.289,125.353,125.364,125.614,125.907
1204.656,125.429,125.161,126.079,125.101,125.166,125.146,125.489,125.844
1205.188,125.272,125.036,125.861,125.101,125.103,125.021,125.239,125.813
1205.688,125.366,125.036,125.861,125.039,125.103,125.021,125.364,125.813
1206.219,125.272,125.223,125.829,125.008,125.041,124.989,125.301,125.938
1206.719,125.304,125.161,125.798,125.008,124.947,125.021,125.208,125.876
1207.219,125.522,125.286,125.798,125.226,124.947,125.052,125.301,125.719
1207.750,125.429,125.286,125.861,125.226,125.103,124.896,125.333,125.782
1208.250,125.210,125.067,125.861,125.039,125.103,124.833,125.239,125.688
1208.750,125.522,125.348,126.017,125.289,125.291,125.177,125.426,126.001
1209.281,125.679,125.505,126.111,125.383,125.447,125.239,125.426,126.094
1209.781,125.522,125.442,126.079,125.195,125.291,125.146,125.301,125.907
1210.281,125.522,125.348,126.048,125.133,125.166,125.302,125.583,125.844
1210.813,125.772,125.536,126.204,125.320,125.384,125.396,125.676,126.001
1211.313,125.772,125.411,126.204,125.320,125.384,125.333,125.583,126.094
1211.813,125.366,125.286,126.111,125.039,125.134,125.052,125.239,125.844
1212.344,125.366,125.286,125.954,124.883,124.947,125.021,125.176,125.782
1212.844,125.366,125.380,125.923,125.195,125.384,125.114,125.426,125.876
1213.344,125.335,125.380,126.111,125.195,125.197,125.271,125.458,125.969
1213.875,125.429,125.442,126.017,125.039,125.134,125.239,125.520,125.969
