Date/Time :,2020/12/15 @ 12:43:00 PM,2020/12/16 @ 12:50:43 PM,2020/12/17 @ 12:42:23 PM,2020/12/18 @ 12:49:46 PM,2020/12/19 @ 12:41:51 PM,2020/12/20 @ 12:49:22 PM,2020/12/21 @ 12:40:29 PM,2020/12/22 @ 12:48:52 PM,2020/12/23 @ 12:41:11 PM
813.990,148.465,149.187,148.834,148.775,149.110,149.636,149.713,149.459,149.399
814.521,148.527,149.187,148.834,148.869,149.079,149.667,149.838,149.459,149.336
815.021,148.777,149.375,149.052,149.213,149.204,149.792,149.932,149.552,149.617
815.521,149.496,149.937,149.552,149.713,149.766,150.136,150.276,150.084,150.242
816.053,149.996,150.250,150.052,150.025,150.110,150.449,150.932,150.677,150.617
816.553,149.902,150.343,150.271,149.900,150.235,150.730,150.995,150.709,150.680
817.053,149.840,150.250,149.896,149.869,150.204,150.636,150.963,150.802,150.586
817.584,149.559,150.031,149.646,149.557,149.860,150.292,150.526,150.427,150.242
818.084,148.996,149.656,149.271,149.119,149.360,150.074,150.026,149.771,149.805
818.615,148.840,149.093,148.802,148.713,148.891,149.636,149.651,149.552,149.461
819.115,148.590,148.812,148.427,148.557,148.704,149.230,149.588,149.427,149.242
819.615,148.402,148.875,148.490,148.494,148.579,149.167,149.651,149.240,149.305
820.146,148.934,149.500,148.959,149.182,149.141,149.824,150.151,149.740,149.617
820.646,149.840,150.125,149.646,149.713,150.110,150.511,150.807,150.427,150.524
821.146,150.309,150.593,150.365,150.213,150.516,151.011,151.245,151.177,150.961
821.678,150.371,150.656,150.521,150.338,150.798,151.136,151.432,151.115,151.149
822.178,150.371,150.750,150.427,150.338,150.735,151.199,151.432,150.990,150.867
822.678,150.277,150.625,150.302,150.182,150.641,151.136,151.338,151.052,150.836
823.209,150.027,150.468,150.209,149.963,150.266,150.886,151.088,150.677,150.649
823.709,149.402,149.656,149.427,149.400,149.673,150.324,150.401,150.021,150.024
824.209,148.934,149.000,149.021,148.869,149.048,149.542,149.901,149.459,149.430
824.740,148.621,148.968,149.021,148.807,149.048,149.542,149.901,149.302,149.430
825.240,148.965,149.281,148.959,148.869,149.141,149.824,150.182,149.584,149.617
825.740,149.277,149.656,149.052,149.338,149.516,150.042,150.370,149.990,150.086
826.271,149.590,149.968,149.396,149.557,149.985,150.386,150.682,150.271,150.399
826.771,149.871,150.093,149.896,149.744,150.173,150.449,150.995,150.646,150.586
827.271,150.184,150.468,150.146,150.182,150.391,150.855,151.088,150.896,150.930
827.803,150.340,150.593,150.365,150.369,150.485,151.074,151.370,150.990,151.055
828.303,150.496,150.656,150.427,150.275,150.548,151.261,151.370,151.209,151.274
828.803,150.465,150.656,150.459,150.432,150.704,151.261,151.620,151.177,151.367
829.334,150.402,150.500,150.365,150.463,150.579,151.261,151.463,150.896,151.149
829.834,150.059,150.343,149.865,149.869,150.204,151.011,151.151,150.615,150.680
830.334,149.590,149.812,149.334,149.369,149.798,150.480,150.588,150.209,150.336
830.865,149.434,149.593,149.271,149.213,149.423,150.074,150.213,149.959,149.992
831.365,149.559,149.562,149.271,149.244,149.423,149.886,150.151,149.959,149.992
831.865,149.496,149.750,149.396,149.244,149.548,150.074,150.338,149.990,149.899
832.396,149.340,149.562,149.302,149.057,149.298,149.792,149.995,149.927,149.836
832.896,149.090,149.125,148.834,148.869,149.110,149.761,149.963,149.740,149.617
833.396,149.090,149.468,149.052,148.932,149.360,149.886,150.088,150.084,149.805
833.928,149.527,149.687,149.459,149.369,149.735,150.011,150.338,150.177,150.242
834.428,149.809,150.125,149.771,149.900,149.891,150.417,150.557,150.521,150.461
834.928,150.121,150.562,150.146,150.119,150.329,150.824,151.057,150.990,150.836
835.459,150.371,150.843,150.396,150.338,150.641,151.167,151.588,151.334,151.149
835.959,150.652,150.843,150.459,150.525,150.766,151.199,151.620,151.302,151.242
836.459,150.746,150.781,150.427,150.525,150.735,151.292,151.495,151.177,151.336
836.990,150.434,150.656,150.365,150.338,150.579,151.199,151.432,151.084,151.149
837.490,150.340,150.718,150.334,150.338,150.673,151.105,151.276,151.115,151.086
837.990,150.496,150.687,150.365,150.369,150.579,151.105,151.307,151.271,151.055
838.521,150.465,150.687,150.459,150.432,150.610,151.105,151.182,151.146,151.024
839.021,150.434,150.687,150.396,150.338,150.454,151.105,151.245,150.896,150.961
839.553,150.246,150.718,150.271,150.213,150.454,150.980,151.245,150.990,150.961
840.053,150.309,150.656,150.334,150.275,150.516,151.074,151.307,151.021,151.024
840.553,150.371,150.656,150.490,150.494,150.641,151.105,151.463,151.084,151.086
841.084,150.621,150.875,150.552,150.619,150.766,151.167,151.588,151.302,151.274
841.584,150.902,151.062,150.615,150.650,150.829,151.386,151.745,151.490,151.461
842.084,150.965,151.062,150.615,150.650,151.016,151.417,151.745,151.459,151.492
842.615,150.871,151.156,150.677,150.807,151.173,151.417,151.713,151.459,151.492
843.115,150.809,151.156,150.771,150.807,151.141,151.417,151.620,151.490,151.430
843.615,150.809,151.093,150.771,150.775,151.079,151.417,151.588,151.490,151.430
844.146,150.746,151.093,150.677,150.650,150.985,151.449,151.526,151.302,151.367
844.646,150.809,151.031,150.709,150.650,150.891,151.449,151.682,151.302,151.367
845.146,150.871,151.125,150.865,150.807,150.923,151.574,151.682,151.334,151.430
845.678,150.840,151.093,150.896,150.838,150.954,151.574,151.682,151.334,151.367
846.178,150.809,151.125,150.834,150.932,151.016,151.449,151.745,151.490,151.492
846.678,150.840,151.250,150.834,150.869,151.141,151.449,151.838,151.584,151.617
847.209,150.965,151.250,150.834,150.807,151.204,151.667,151.901,151.615,151.742
847.709,151.059,151.343,150.927,150.807,151.110,151.761,151.995,151.709,151.711
848.209,151.059,151.437,151.052,150.963,151.266,151.730,152.026,151.709,151.586
848.740,150.996,151.406,151.084,150.994,151.329,151.730,151.963,151.677,151.617
849.240,151.121,151.406,151.052,150.869,151.329,151.824,152.057,151.677,151.680
849.740,151.340,151.468,151.084,150.869,151.298,152.011,152.182,151.677,151.774
850.271,151.340,151.468,151.177,151.088,151.266,151.949,152.151,151.834,151.899
850.771,151.340,151.625,151.302,151.244,151.423,151.855,152.151,151.959,151.961
851.271,151.434,151.625,151.334,151.307,151.516,151.917,152.151,151.927,151.961
851.803,151.527,151.593,151.427,151.400,151.391,152.105,152.245,151.896,151.992
852.303,151.559,151.593,151.490,151.369,151.391,152.105,152.338,152.021,152.055
852.803,151.465,151.718,151.521,151.432,151.610,152.105,152.463,152.084,152.024
853.334,151.527,151.875,151.521,151.619,151.735,152.199,152.526,152.084,152.086
853.834,151.809,151.906,151.584,151.682,151.798,152.199,152.495,152.177,152.242
854.334,151.840,151.906,151.646,151.682,151.860,152.167,152.495,152.271,152.274
854.865,151.746,151.906,151.615,151.494,151.798,152.136,152.463,152.271,152.211
855.365,151.527,151.812,151.459,151.307,151.641,152.074,152.307,152.146,152.086
855.865,151.371,151.718,151.334,151.213,151.548,152.011,152.276,152.052,151.867
856.396,151.434,151.687,151.240,151.182,151.516,152.011,152.213,151.990,151.805
856.896,151.527,151.687,151.240,151.150,151.516,152.105,152.245,151.990,151.867
857.396,151.559,151.687,151.240,151.213,151.516,152.105,152.276,152.084,152.086
857.928,151.684,151.718,151.365,151.307,151.610,152.136,152.276,152.177,152.149
858.428,151.777,151.937,151.584,151.369,151.610,152.324,152.370,152.177,152.180
858.959,151.902,152.125,151.771,151.557,151.704,152.449,152.651,152.240,152.242
859.459,152.027,152.250,151.959,151.807,151.954,152.511,152.870,152.459,152.399
859.959,152.121,152.281,152.177,151.900,152.110,152.730,152.870,152.615,152.492
860.490,152.309,152.312,152.209,152.025,152.266,152.824,152.932,152.771,152.555
860.990,152.496,152.531,152.240,152.244,152.423,152.855,153.120,152.896,152.742
861.490,152.777,152.750,152.427,152.463,152.579,153.074,153.338,152.896,152.899
862.021,153.059,153.000,152.834,152.525,152.766,153.355,153.432,152.959,153.024
862.521,153.246,153.437,153.146,152.682,153.110,153.699,153.745,153.240,153.336
863.021,153.559,153.812,153.396,153.150,153.579,153.980,154.245,153.709,153.680
863.553,153.840,154.062,153.521,153.525,153.891,154.136,154.463,153.959,153.930
864.053,153.840,154.031,153.584,153.557,153.798,154.167,154.463,153.865,154.117
864.553,153.465,153.593,153.209,153.150,153.391,153.761,154.088,153.677,153.742
865.084,152.746,152.906,152.584,152.557,152.766,153.136,153.432,153.146,152.961
865.584,152.215,152.281,152.115,151.994,152.360,152.667,152.901,152.615,152.524
866.084,151.902,152.000,151.834,151.525,151.954,152.417,152.651,152.427,152.305
866.615,151.902,152.000,151.802,151.463,151.829,152.417,152.713,152.396,152.305
867.115,151.871,152.031,151.615,151.463,151.860,152.292,152.713,152.427,152.336
867.615,151.871,152.093,151.677,151.557,151.954,152.292,152.682,152.459,152.336
868.146,152.090,152.281,151.959,151.682,152.016,152.511,152.776,152.584,152.461
868.646,152.340,152.531,152.146,151.838,152.391,152.886,152.932,152.740,152.774
869.146,152.715,152.843,152.459,152.182,152.766,153.136,153.307,152.959,152.961
869.678,153.027,153.218,152.646,152.463,152.985,153.261,153.651,153.302,153.180
870.178,153.059,153.312,152.834,152.682,153.016,153.449,153.776,153.427,153.305
870.678,152.996,153.312,152.927,152.682,153.016,153.449,153.588,153.427,153.305
871.209,152.871,153.125,152.771,152.588,152.891,153.136,153.463,153.365,153.117
871.709,152.871,153.031,152.677,152.557,152.860,153.230,153.432,153.271,153.024
872.209,152.934,153.250,152.709,152.557,152.923,153.480,153.526,153.271,153.149
872.740,153.059,153.375,152.865,152.807,153.141,153.636,153.713,153.459,153.461
873.240,153.184,153.218,152.990,152.869,153.110,153.574,153.713,153.427,153.524
873.740,153.215,153.125,152.927,152.838,152.860,153.574,153.745,153.490,153.430
874.271,153.121,153.125,152.802,152.744,152.954,153.574,153.745,153.490,153.242
874.771,153.121,153.250,152.834,152.650,153.141,153.605,153.588,153.365,153.242
875.271,153.277,153.500,153.146,152.932,153.173,153.792,153.963,153.490,153.367
875.803,153.246,153.406,153.146,152.932,153.266,153.730,153.901,153.490,153.367
876.303,152.777,152.937,152.709,152.338,152.923,153.261,153.338,153.146,153.117
876.803,152.152,152.250,152.052,151.807,152.298,152.792,152.963,152.490,152.492
877.334,151.684,151.875,151.584,151.432,151.829,152.292,152.682,152.209,152.336
877.834,151.684,151.906,151.396,151.432,151.704,152.292,152.401,152.240,152.305
878.334,151.496,151.937,151.552,151.400,151.766,152.230,152.401,152.271,152.274
878.865,151.777,151.843,151.552,151.400,151.673,152.230,152.370,152.334,152.274
879.365,151.777,151.875,151.584,151.400,151.673,152.261,152.401,152.146,152.367
879.896,151.965,151.843,151.771,151.650,151.829,152.480,152.588,152.146,152.430
880.396,152.246,152.218,151.959,151.744,152.173,152.636,152.838,152.459,152.461
880.896,152.496,152.468,152.084,151.994,152.266,152.886,153.151,152.802,152.617
881.428,152.902,152.781,152.459,152.432,152.548,153.042,153.276,153.084,153.086
881.928,153.215,153.218,152.802,152.557,152.829,153.386,153.557,153.240,153.211
882.428,153.371,153.593,153.084,152.869,153.173,153.792,153.901,153.615,153.524
882.959,153.621,153.906,153.396,153.338,153.579,154.136,154.245,154.084,153.961
883.459,153.840,154.062,153.709,153.432,153.673,154.261,154.463,154.115,154.367
883.959,153.902,153.843,153.740,153.400,153.641,154.292,154.338,154.052,154.086
884.490,153.465,153.687,153.240,152.838,153.516,153.761,153.995,153.896,153.680
884.990,153.121,153.343,152.927,152.744,153.173,153.574,153.838,153.615,153.305
885.490,153.152,153.031,152.865,152.557,152.985,153.480,153.588,153.115,153.305
886.021,152.996,152.937,152.740,152.463,152.735,153.230,153.495,153.209,153.180
886.521,152.652,152.781,152.459,152.275,152.485,153.136,153.432,152.990,153.024
887.021,152.184,152.406,152.084,151.838,152.329,152.824,153.120,152.865,152.742
887.553,151.809,152.187,151.459,151.713,151.860,152.605,152.682,152.490,152.430
888.053,151.496,151.843,151.459,151.400,151.829,152.386,152.651,152.209,152.367
888.553,151.746,151.875,151.677,151.400,151.891,152.386,152.557,152.302,152.180
889.084,151.652,151.781,151.771,151.400,151.798,152.261,152.495,152.302,152.399
889.584,151.809,151.843,151.771,151.557,151.735,152.324,152.651,152.490,152.399
890.084,151.777,151.906,151.677,151.588,151.954,152.449,152.682,152.459,152.492
890.615,151.809,152.000,151.552,151.775,151.860,152.480,152.807,152.396,152.461
891.115,152.121,152.031,151.834,151.713,152.110,152.386,152.807,152.396,152.399
891.615,152.121,152.062,151.677,151.682,152.016,152.449,152.870,152.396,152.430
892.146,152.215,152.125,151.990,151.650,152.079,152.667,153.088,152.521,152.586
892.646,152.402,152.406,152.146,151.744,152.079,152.855,153.026,152.740,152.649
893.146,152.652,152.437,152.115,152.119,152.266,152.917,153.213,152.834,152.774
893.678,152.777,152.687,152.334,152.150,152.391,153.074,153.370,152.834,152.899
894.178,152.871,152.906,152.427,152.213,152.485,153.074,153.432,153.021,152.836
894.678,152.840,152.906,152.396,152.275,152.548,153.261,153.463,152.990,152.899
895.209,152.840,152.687,152.459,152.400,152.579,152.980,153.213,152.865,152.930
895.709,152.559,152.625,152.365,152.400,152.485,153.042,153.245,152.865,153.180
896.209,152.559,152.625,152.302,152.244,152.423,153.167,153.245,152.927,153.117
896.740,152.152,152.531,152.302,152.244,152.423,153.042,153.370,152.990,153.024
897.240,151.777,152.062,151.771,151.838,152.360,152.667,153.120,152.709,152.711
897.740,151.434,151.781,151.490,151.432,151.798,152.449,152.651,152.240,152.305
898.271,151.246,151.656,151.490,151.182,151.798,152.167,152.432,152.052,152.242
898.771,151.402,151.656,151.490,151.307,151.798,152.199,152.526,152.146,152.149
899.271,151.777,151.937,151.271,151.557,151.891,152.386,152.620,152.271,152.149
899.803,151.840,152.031,151.490,151.619,151.954,152.355,152.713,152.396,152.524
900.303,151.840,152.031,151.771,151.650,151.985,152.417,152.870,152.459,152.555
900.834,151.965,152.187,151.896,151.869,152.110,152.667,153.026,152.584,152.586
901.334,152.277,152.250,151.959,151.932,152.360,152.792,153.120,152.865,152.617
901.834,152.277,152.375,152.084,151.869,152.141,152.761,153.120,152.834,152.649
902.365,152.309,152.531,152.115,151.963,152.141,152.855,152.901,152.709,152.711
902.865,152.402,152.750,152.177,152.025,152.360,152.917,153.057,152.802,152.711
903.365,152.402,152.625,152.052,151.994,152.360,152.917,153.057,152.927,152.711
903.896,152.059,152.218,151.865,151.807,151.923,152.667,152.870,152.802,152.586
904.396,151.840,151.875,151.677,151.619,151.829,152.511,152.745,152.490,152.492
904.896,151.559,151.687,151.334,151.307,151.610,152.230,152.463,152.271,152.211
905.428,151.184,151.343,151.115,151.119,151.454,152.042,152.276,152.084,152.024
905.928,150.934,151.000,151.021,151.088,151.235,151.792,152.088,151.802,151.805
906.428,150.902,151.031,150.959,150.994,151.235,151.636,152.088,151.740,151.805
906.959,150.996,151.187,150.927,150.932,151.266,151.792,152.057,151.771,151.899
907.459,151.184,151.312,150.990,150.994,151.298,152.042,152.057,151.896,151.961
907.959,151.340,151.437,151.115,151.119,151.360,151.949,152.245,151.959,152.024
908.490,151.277,151.531,151.209,151.088,151.360,151.886,152.276,151.896,151.930
908.990,151.059,151.500,151.146,150.994,151.110,151.792,152.182,151.802,151.930
909.490,150.871,151.218,150.740,150.838,151.048,151.605,151.963,151.615,151.649
910.021,150.746,150.875,150.365,150.619,150.829,151.417,151.807,151.521,151.492
910.521,150.652,150.687,150.334,150.557,150.735,151.355,151.588,151.396,151.305
911.021,150.652,150.687,150.459,150.588,150.704,151.449,151.588,151.396,151.336
911.553,150.684,150.875,150.709,150.619,150.860,151.480,151.713,151.459,151.430
912.053,150.840,151.093,150.865,150.807,151.048,151.605,151.901,151.615,151.617
912.553,151.184,151.250,151.052,150.963,151.360,151.917,152.120,151.865,151.899
913.084,151.465,151.500,151.302,151.182,151.548,152.167,152.307,152.115,152.024
913.584,151.652,151.687,151.459,151.307,151.548,152.261,152.463,152.240,152.024
914.084,151.746,151.781,151.459,151.463,151.548,152.292,152.588,152.271,152.149
914.615,151.965,152.062,151.584,151.650,151.766,152.480,152.651,152.365,152.461
915.115,152.309,152.468,151.990,152.025,152.173,152.792,152.932,152.615,152.711
915.615,152.684,152.812,152.490,152.338,152.641,153.105,153.307,153.021,152.961
916.146,152.652,152.718,152.459,152.244,152.610,153.105,153.370,153.084,152.961
916.646,152.090,152.062,151.802,151.775,152.079,152.605,152.807,152.584,152.492
917.146,151.121,151.250,151.021,151.025,151.298,151.792,151.963,151.802,151.742
917.678,150.309,150.718,150.427,150.369,150.610,151.292,151.463,151.240,151.117
918.178,150.121,150.406,150.084,150.150,150.454,151.042,151.338,150.990,150.774
918.678,150.152,150.375,150.021,150.182,150.610,150.980,151.338,150.834,150.899
919.209,150.277,150.531,150.177,150.275,150.610,151.011,151.401,150.990,151.180
919.709,150.434,150.750,150.365,150.369,150.610,151.199,151.526,151.240,151.180
920.240,150.746,150.875,150.584,150.650,150.923,151.480,151.651,151.490,151.399
920.740,151.059,151.125,150.959,151.025,151.391,151.855,151.932,151.834,151.836
921.240,151.340,151.468,151.209,151.182,151.610,152.105,152.182,152.115,152.086
921.771,151.465,151.718,151.334,151.244,151.766,152.167,152.463,152.209,152.086
922.271,151.559,151.750,151.427,151.338,151.798,152.167,152.495,152.240,152.117
922.771,151.527,151.718,151.271,151.338,151.641,152.042,152.370,152.146,152.055
923.303,151.371,151.500,151.115,150.994,151.391,151.917,152.245,151.896,151.992
923.803,150.965,150.906,150.834,150.494,150.985,151.574,151.838,151.584,151.586
924.303,150.184,150.250,150.177,149.963,150.423,151.011,151.307,151.052,150.899
924.834,149.590,149.781,149.552,149.588,150.016,150.511,150.901,150.521,150.367
925.334,149.371,149.468,149.177,149.307,149.673,150.261,150.682,150.240,150.117
925.834,149.340,149.468,149.177,149.275,149.423,150.167,150.557,150.240,150.024
926.365,149.434,149.718,149.552,149.494,149.735,150.324,150.620,150.490,150.211
926.865,149.871,150.187,149.865,149.869,150.329,150.761,150.963,150.771,150.680
927.365,150.340,150.531,150.240,150.275,150.610,151.136,151.245,151.021,151.117
927.896,150.684,150.843,150.584,150.588,150.860,151.480,151.745,151.396,151.492
928.396,151.090,151.000,150.740,150.869,151.079,151.699,152.088,151.615,151.617
928.896,151.152,151.218,150.865,150.869,151.173,151.636,151.995,151.677,151.617
929.428,150.996,151.062,150.740,150.588,150.954,151.511,151.776,151.459,151.555
929.928,150.840,150.656,150.365,150.213,150.579,151.230,151.620,151.021,151.274
930.428,150.684,150.406,150.271,150.025,150.391,151.105,151.401,150.927,151.055
930.959,150.840,150.593,150.396,150.213,150.579,151.261,151.401,151.177,151.117
931.459,151.090,151.031,150.740,150.525,150.860,151.542,151.838,151.459,151.367
931.959,151.059,151.125,150.740,150.682,150.954,151.574,151.901,151.490,151.492
932.490,150.465,150.625,150.177,150.119,150.579,151.199,151.401,151.084,151.055
932.990,149.684,149.937,149.615,149.463,149.923,150.449,150.620,150.459,150.430
933.490,149.121,149.218,148.959,148.994,149.235,149.886,150.120,149.896,149.836
934.021,148.809,148.812,148.771,148.713,148.891,149.480,149.932,149.552,149.617
934.521,148.746,148.781,148.740,148.588,148.798,149.449,149.870,149.427,149.492
935.021,148.746,148.843,148.552,148.650,148.798,149.449,149.651,149.427,149.555
935.553,148.934,149.218,148.865,148.900,149.204,149.636,149.995,149.771,149.899
936.053,149.652,149.843,149.677,149.650,149.891,150.449,150.745,150.584,150.430
936.553,150.371,150.531,150.396,150.400,150.516,151.230,151.432,151.271,151.211
937.084,150.840,151.000,150.865,150.775,151.016,151.730,151.807,151.646,151.617
937.584,150.965,151.000,150.802,150.775,151.110,151.761,151.807,151.615,151.649
938.084,151.059,150.875,150.677,150.619,151.079,151.542,151.745,151.584,151.649
938.615,150.902,150.625,150.459,150.400,150.891,151.355,151.620,151.521,151.430
939.115,150.902,150.593,150.177,150.244,150.579,151.105,151.463,151.271,151.180
939.615,150.996,150.750,150.271,150.244,150.641,151.011,151.463,151.146,151.149
940.146,150.996,150.750,150.334,150.432,150.704,151.292,151.495,151.177,151.211
940.646,150.996,150.906,150.615,150.557,150.798,151.449,151.588,151.240,151.336
941.178,150.746,150.687,150.459,150.400,150.735,151.417,151.463,151.052,151.305
941.678,149.996,149.843,149.834,149.744,150.110,150.699,150.932,150.490,150.617
942.178,148.965,149.125,148.802,148.744,149.204,149.792,150.182,149.834,149.867
942.709,148.371,148.531,148.240,148.213,148.704,149.105,149.245,149.240,149.242
943.209,147.996,148.125,147.959,147.963,148.266,148.855,149.057,148.771,148.961
943.709,147.965,148.187,147.959,147.900,148.141,148.824,149.057,148.771,148.805
944.240,148.059,148.218,148.115,148.182,148.391,148.980,149.151,148.927,149.024
944.740,148.465,148.656,148.427,148.338,148.704,149.292,149.682,149.615,149.555
945.240,149.277,149.531,149.115,149.119,149.454,149.917,150.432,150.177,150.399
945.771,150.184,150.312,150.021,149.838,150.360,150.917,151.338,150.834,151.149
946.271,150.902,150.812,150.740,150.682,151.141,151.605,151.901,151.615,151.680
946.771,151.371,151.625,151.459,151.119,151.735,152.230,152.401,152.177,152.149
947.303,151.496,151.625,151.427,151.369,151.579,152.199,152.401,152.209,152.211
947.803,151.090,151.343,151.052,151.057,151.329,151.761,152.213,151.802,151.867
948.303,150.527,150.906,150.709,150.400,150.954,151.511,151.776,151.615,151.586
948.834,150.090,150.187,150.146,150.119,150.391,151.199,151.432,151.084,150.836
949.334,149.684,149.781,149.615,149.400,149.829,150.574,150.463,150.459,150.305
949.834,148.746,148.937,148.771,148.650,149.048,149.574,149.682,149.834,149.680
950.365,148.246,148.375,148.115,148.213,148.454,149.011,149.245,149.052,149.024
950.865,147.871,147.968,147.677,147.838,148.110,148.667,148.901,148.677,148.586
951.365,147.871,147.812,147.615,147.525,147.985,148.542,148.620,148.552,148.555
951.896,147.871,148.093,148.052,147.932,148.173,148.824,149.088,148.927,148.805
952.396,148.777,149.031,148.615,148.775,149.266,149.636,149.963,149.615,149.742
952.896,150.027,150.218,149.896,149.932,150.423,150.730,151.088,151.052,151.242
953.428,151.152,151.562,151.084,151.338,151.516,152.167,152.245,152.146,152.211
953.928,151.965,152.375,151.959,151.900,152.141,152.636,152.807,152.615,152.680
954.428,152.090,152.125,151.896,151.869,152.204,152.699,152.713,152.677,152.680
954.959,151.777,151.781,151.490,151.494,151.985,152.261,152.588,152.334,152.399
955.459,151.277,151.406,151.271,151.150,151.423,152.136,152.213,152.115,152.086
955.959,151.027,151.156,150.990,150.900,151.141,151.824,151.932,151.646,151.805
956.490,150.246,150.437,150.271,150.150,150.298,151.011,151.338,151.021,151.117
956.990,148.996,149.187,148.740,148.807,149.079,149.667,150.245,149.771,149.774
957.490,147.996,147.968,147.771,147.650,148.110,148.699,148.995,148.771,148.711
958.021,147.371,147.437,147.177,147.150,147.516,147.980,148.557,148.209,147.992
958.521,147.434,147.312,147.084,147.150,147.360,147.917,148.463,148.177,147.992
959.021,147.871,147.750,147.521,147.525,147.704,148.324,148.963,148.521,148.430
959.553,148.809,148.968,148.334,148.557,148.673,149.449,149.713,149.521,149.524
960.053,149.871,150.000,149.740,149.775,150.110,150.730,150.807,150.615,150.649
960.553,150.965,151.125,150.959,150.744,151.016,151.792,152.026,151.865,151.805
961.084,151.871,151.843,151.459,151.557,151.673,152.199,152.682,152.459,152.305
961.584,151.871,151.781,151.396,151.213,151.610,152.167,152.495,152.240,152.055
962.115,150.934,150.750,150.521,150.119,150.891,151.355,151.682,151.334,151.242
962.615,150.121,149.687,149.334,148.994,149.610,150.167,150.338,150.084,150.117
963.115,149.590,149.093,148.990,148.650,148.985,149.542,149.838,149.740,149.649
963.646,149.621,149.281,149.084,148.775,149.173,149.792,149.932,149.959,149.774
964.146,149.559,149.468,149.084,149.057,149.391,149.917,149.932,149.959,149.774
964.646,148.934,148.812,148.427,148.525,149.016,149.355,149.495,149.334,149.305
