Date/Time :,2020/12/15 @ 12:41:58 PM,2020/12/16 @ 12:33:16 PM,2020/12/17 @ 12:41:21 PM,2020/12/18 @ 12:48:45 PM,2020/12/19 @ 12:40:49 PM,2020/12/20 @ 12:48:20 PM,2020/12/21 @ 12:39:27 PM,2020/12/22 @ 12:47:51 PM,2020/12/23 @ 12:40:09 PM
Survey Type :,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS,FINAL_DTS
X Units :,Meters,Meters,Meters,Meters,Meters,Meters,Meters,Meters,Meters
Y Units :,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius
Calibrated Depth Interval :,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Distance Average :,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Time Average :,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59,23:59:59
Asset :,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6
Probe Name :,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6,1AP6
Distance (m),Temp(C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C),Temp (C)

1045.859,170.263,169.570,169.653,170.415,169.575,169.408,169.440,169.765,170.027
1046.359,171.075,170.414,170.309,171.196,170.262,170.095,170.127,170.484,170.433
1046.859,171.513,170.883,170.559,171.477,170.575,170.377,170.596,170.734,170.902
1047.390,171.481,170.883,170.372,171.290,170.731,170.502,170.596,170.734,170.808
1047.890,171.044,170.570,170.184,171.040,170.481,170.158,170.471,170.484,170.402
1048.390,171.044,170.351,170.215,171.040,170.168,169.908,170.190,170.296,170.402
1048.921,171.138,170.476,170.340,171.258,170.325,170.064,170.158,170.515,170.558
1049.421,171.231,170.476,170.340,171.227,170.481,170.252,170.252,170.671,170.558
1049.921,171.231,170.476,170.278,171.165,170.481,170.127,170.502,170.578,170.589
1050.452,171.075,170.476,170.184,170.946,170.356,170.064,170.502,170.390,170.620
1050.952,170.981,170.289,169.903,170.758,170.137,169.908,170.127,170.390,170.589
1051.484,170.794,169.976,169.809,170.665,170.012,169.752,170.033,170.234,170.308
1051.984,170.669,169.789,169.653,170.633,169.731,169.533,169.908,170.078,170.089
1052.484,170.700,169.883,169.747,170.727,169.825,169.533,169.908,170.171,170.277
1053.015,170.888,170.101,169.997,171.040,170.137,169.720,169.908,170.265,170.308
1053.515,170.888,170.226,169.997,171.008,170.262,169.814,169.908,170.296,170.464
1054.015,170.825,170.008,169.809,170.696,170.137,169.658,169.908,170.078,170.214
1054.546,170.763,169.851,169.715,170.540,169.856,169.720,169.846,170.046,170.058
1055.046,170.450,169.633,169.465,170.321,169.637,169.564,169.752,169.984,169.964
1055.546,170.294,169.601,169.403,170.352,169.418,169.345,169.596,169.921,169.933
1056.077,170.294,169.695,169.653,170.477,169.481,169.408,169.408,169.796,169.995
1056.577,170.450,169.820,169.653,170.508,169.731,169.533,169.565,169.828,170.089
1057.077,170.700,170.008,169.778,170.602,169.731,169.627,169.846,170.015,170.152
1057.609,170.763,170.101,169.934,170.758,169.856,169.658,169.846,170.015,170.277
1058.109,170.794,169.851,169.715,170.602,169.700,169.658,169.721,169.921,170.152
1058.609,170.450,169.508,169.403,170.290,169.543,169.408,169.346,169.921,169.745
1059.140,170.106,169.226,169.059,169.977,169.012,169.064,169.158,169.578,169.745
1059.640,170.075,169.320,168.903,169.790,168.918,168.783,169.158,169.265,169.558
1060.140,169.888,169.258,168.934,169.790,168.981,168.564,169.033,169.296,169.433
1060.671,169.981,169.195,168.965,169.883,169.075,168.783,169.065,169.296,169.433
1061.171,170.013,169.164,168.872,169.946,169.075,168.908,169.065,169.390,169.527
1061.671,170.013,169.133,168.872,169.883,169.043,168.908,169.065,169.390,169.714
1062.202,169.794,168.976,168.903,169.758,169.043,168.689,169.065,169.234,169.495
1062.702,169.794,169.039,168.934,169.696,168.950,168.689,169.096,169.234,169.277
1063.202,169.731,169.133,169.028,169.727,169.075,168.720,169.158,169.265,169.402
1063.734,169.888,169.195,169.122,169.758,169.137,169.002,169.158,169.390,169.558
1064.234,170.075,169.164,169.059,169.758,169.168,169.002,169.096,169.484,169.589
1064.734,170.106,169.039,169.059,169.758,169.043,169.002,169.190,169.484,169.589
1065.265,170.075,169.226,169.059,170.071,169.106,168.939,169.002,169.515,169.620
1065.765,170.106,169.383,169.184,170.102,169.387,169.158,169.190,169.671,169.495
1066.265,169.950,169.508,169.184,170.102,169.325,169.283,169.221,169.453,169.589
1066.796,169.856,169.383,169.090,169.946,169.106,169.095,169.283,169.484,169.714
1067.296,170.044,169.383,169.090,170.102,169.293,169.127,169.502,169.671,170.027
1067.796,169.919,169.351,169.153,170.165,169.325,169.127,169.377,169.578,169.995
1068.327,169.981,169.383,169.215,170.227,169.356,169.158,169.221,169.453,169.902
1068.827,170.044,169.383,169.215,170.196,169.325,169.095,169.221,169.515,169.839
1069.327,169.888,169.164,169.090,169.915,169.293,169.002,169.127,169.578,169.714
1069.859,169.669,169.070,168.809,169.821,169.231,169.002,168.940,169.484,169.527
1070.359,169.731,169.008,168.809,169.790,169.231,168.689,168.940,169.234,169.495
1070.859,169.731,168.976,168.684,169.821,169.106,168.689,168.940,169.046,169.339
1071.390,169.731,168.945,168.684,169.821,169.012,168.689,168.940,169.234,169.339
1071.890,169.825,168.758,168.684,169.602,168.700,168.564,168.971,169.234,169.402
1072.421,169.669,168.851,168.653,169.602,168.575,168.502,168.783,168.828,169.245
1072.921,169.606,168.758,168.653,169.540,168.606,168.439,168.846,168.640,169.058
1073.421,169.450,168.726,168.434,169.383,168.418,168.345,168.721,168.640,168.964
1073.952,169.169,168.508,168.278,169.102,168.356,168.220,168.596,168.640,168.745
1074.452,169.106,168.383,168.278,169.071,168.387,168.064,168.408,168.640,168.902
1074.952,169.075,168.320,168.153,169.133,168.450,168.189,168.346,168.734,168.964
1075.484,169.294,168.383,168.184,169.165,168.418,168.377,168.502,168.703,169.183
1075.984,169.169,168.320,168.278,169.227,168.356,168.377,168.565,168.734,169.058
1076.484,169.169,168.164,168.247,169.133,168.418,168.189,168.502,168.671,168.964
1077.015,169.294,168.320,168.184,168.977,168.168,167.939,168.471,168.640,168.714
1077.515,169.200,168.258,168.090,168.915,168.106,167.939,168.377,168.515,168.620
1078.015,169.044,168.226,168.090,168.883,168.075,167.970,168.346,168.421,168.652
1078.546,168.888,168.008,167.840,168.821,168.043,167.814,168.002,168.421,168.620
1079.046,168.919,167.851,167.715,168.758,167.825,167.658,167.908,168.265,168.433
1079.546,168.731,167.914,167.684,168.633,167.825,167.627,167.783,168.203,168.308
1080.077,168.544,167.851,167.622,168.665,167.668,167.658,167.940,168.328,168.214
1080.577,168.544,167.851,167.622,168.821,167.825,167.814,167.971,168.359,168.402
1081.077,168.606,167.789,167.684,168.977,167.950,167.814,167.971,168.328,168.402
1081.609,168.544,167.758,167.684,169.071,167.950,167.814,167.908,168.328,168.495
1082.109,168.794,167.789,167.715,168.977,167.981,167.689,167.971,168.328,168.495
1082.609,168.856,168.101,167.840,168.883,167.981,167.752,168.127,168.328,168.402
1083.140,168.856,168.164,167.997,168.946,168.012,167.845,168.127,168.390,168.495
1083.640,168.794,168.195,167.965,168.946,168.075,167.908,168.002,168.453,168.589
1084.140,168.888,168.195,167.997,168.946,168.200,168.002,168.190,168.515,168.777
1084.671,169.138,168.195,168.309,169.133,168.200,168.002,168.283,168.578,168.870
1085.171,169.231,168.383,168.340,169.133,168.262,168.158,168.408,168.703,168.839
1085.671,169.075,168.383,168.184,169.102,168.262,168.158,168.408,168.859,168.714
1086.202,168.888,168.383,168.122,169.133,168.293,168.220,168.283,168.828,168.714
1086.702,168.888,168.289,168.059,169.133,168.293,168.095,168.096,168.703,168.745
1087.202,168.638,168.008,168.028,168.790,168.106,168.064,168.002,168.671,168.620
1087.734,168.638,167.883,167.965,168.633,167.762,167.845,167.846,168.484,168.589
1088.234,169.075,167.883,167.997,168.758,167.793,167.939,167.908,168.484,168.464
1088.734,168.919,168.101,168.028,169.040,167.981,167.908,168.252,168.453,168.652
1089.265,168.825,168.258,167.997,168.977,168.168,167.877,168.315,168.484,168.745
1089.765,168.794,168.070,167.997,168.883,168.075,167.908,168.002,168.421,168.652
1090.265,168.888,168.039,167.997,168.883,167.825,167.814,168.033,168.453,168.402
1090.796,168.888,168.070,167.934,168.915,167.950,167.720,168.190,168.515,168.433
1091.296,168.888,168.133,167.997,168.977,168.168,167.814,168.283,168.515,168.745
1091.827,168.794,168.101,168.028,168.821,168.075,167.752,168.065,168.421,168.745
1092.327,168.731,168.101,167.965,168.602,167.825,167.752,168.096,168.390,168.589
1092.827,168.544,168.070,167.965,168.758,167.856,167.752,168.158,168.546,168.589
1093.359,168.731,168.070,167.965,168.915,168.137,167.845,168.190,168.515,168.683
1093.859,168.825,168.039,167.997,168.946,168.231,167.877,168.190,168.578,168.777
1094.359,168.763,168.070,167.997,168.915,168.200,167.783,168.158,168.515,168.714
1094.890,168.763,168.070,167.872,168.852,167.981,167.783,168.127,168.421,168.558
1095.390,168.856,168.039,167.934,168.915,167.981,167.939,168.158,168.453,168.652
1095.890,168.856,168.164,168.122,168.852,167.981,167.939,168.252,168.453,168.902
1096.421,168.919,168.101,168.122,168.821,168.075,168.033,168.252,168.359,168.777
1096.921,168.794,168.101,167.965,168.727,168.075,168.095,168.252,168.453,168.652
1097.421,168.669,167.914,167.778,168.758,167.918,168.002,168.221,168.515,168.620
1097.952,168.638,167.758,167.622,168.633,167.793,167.752,168.127,168.328,168.589
1098.452,168.513,167.758,167.809,168.477,167.856,167.689,168.065,168.265,168.558
1098.952,168.513,167.664,167.747,168.446,167.856,167.658,167.908,168.265,168.464
1099.484,168.700,167.695,167.559,168.540,167.825,167.720,167.908,168.203,168.433
1099.984,168.513,167.695,167.559,168.571,167.825,167.720,167.846,168.296,168.308
1100.484,168.544,167.445,167.465,168.508,167.762,167.502,167.690,168.171,168.277
1101.015,168.388,167.445,167.465,168.415,167.637,167.345,167.596,168.203,168.277
1101.515,168.231,167.601,167.403,168.227,167.543,167.408,167.627,168.171,168.277
1102.015,168.419,167.726,167.497,168.352,167.606,167.533,167.783,168.203,168.339
1102.546,168.575,167.851,167.778,168.696,167.825,167.689,167.971,168.359,168.464
1103.046,168.606,167.851,167.684,168.696,167.793,167.595,167.877,168.265,168.495
1103.546,168.419,167.601,167.622,168.508,167.700,167.377,167.877,168.046,168.433
1104.077,168.356,167.570,167.497,168.321,167.668,167.345,167.877,167.921,168.214
1104.577,168.325,167.539,167.403,168.383,167.637,167.439,167.846,168.046,168.214
1105.077,168.325,167.539,167.559,168.477,167.606,167.439,167.783,168.171,168.339
1105.609,168.231,167.570,167.528,168.352,167.575,167.439,167.627,168.078,168.089
1106.109,168.138,167.414,167.403,168.258,167.262,167.189,167.471,167.796,167.964
1106.609,168.013,167.320,167.309,168.227,167.293,167.189,167.440,167.796,167.964
1107.140,167.856,167.226,167.122,168.133,167.262,167.189,167.471,167.765,168.058
1107.640,167.856,167.226,167.153,167.946,167.418,167.220,167.471,167.765,168.152
1108.140,168.075,167.226,167.184,168.071,167.387,167.220,167.471,167.890,168.152
1108.671,168.138,167.289,167.153,168.165,167.231,167.220,167.690,167.921,168.089
1109.171,168.169,167.414,167.247,168.290,167.387,167.377,167.783,167.984,168.089
1109.671,168.200,167.476,167.434,168.290,167.512,167.658,167.846,168.140,168.277
1110.202,168.356,167.508,167.622,168.727,167.762,167.845,167.908,168.203,168.433
1110.702,168.388,167.695,167.809,168.758,167.731,167.845,168.033,168.265,168.495
1111.202,168.419,167.758,167.559,168.602,167.731,167.720,167.971,168.171,168.464
1111.734,168.419,167.726,167.528,168.571,167.700,167.658,167.815,168.203,168.464
1112.234,168.388,167.726,167.559,168.633,167.731,167.720,167.971,168.453,168.464
1112.765,168.419,167.851,167.653,168.883,167.918,167.752,168.127,168.453,168.464
1113.265,168.544,167.851,167.622,168.665,167.762,167.658,168.065,168.296,168.589
1113.765,168.356,167.726,167.465,168.415,167.606,167.627,167.908,168.171,168.558
1114.296,168.200,167.539,167.465,168.290,167.606,167.439,167.846,168.109,168.308
1114.796,168.231,167.414,167.590,168.508,167.606,167.408,167.752,168.078,168.308
1115.296,168.294,167.351,167.559,168.477,167.668,167.439,167.658,168.046,168.214
1115.827,168.294,167.383,167.403,168.352,167.543,167.439,167.658,167.890,168.027
1116.327,168.075,167.539,167.309,168.133,167.481,167.439,167.658,168.046,168.027
1116.827,168.044,167.695,167.309,168.258,167.481,167.345,167.627,168.140,168.183
1117.359,168.075,167.601,167.278,168.258,167.418,167.252,167.690,168.140,168.339
1117.859,168.138,167.570,167.247,168.290,167.418,167.283,167.690,168.140,168.214
1118.359,168.294,167.508,167.247,168.290,167.543,167.314,167.815,168.046,168.058
1118.890,168.325,167.508,167.465,168.258,167.700,167.314,167.752,168.109,168.214
1119.390,168.200,167.508,167.434,168.196,167.575,167.314,167.721,168.078,168.245
1119.890,168.106,167.351,167.465,168.133,167.418,167.345,167.627,167.859,168.152
1120.421,168.044,167.289,167.434,168.071,167.356,167.314,167.658,168.015,168.120
1120.921,168.044,167.351,167.434,168.165,167.512,167.189,167.658,168.046,168.120
1121.421,168.200,167.476,167.340,168.290,167.481,167.314,167.690,168.109,168.120
1121.952,168.294,167.445,167.340,168.446,167.481,167.564,167.783,168.203,168.120
1122.452,168.294,167.414,167.403,168.446,167.606,167.627,167.783,168.015,168.120
1122.952,168.200,167.508,167.528,168.446,167.700,167.533,167.783,168.015,168.152
1123.484,168.231,167.508,167.622,168.446,167.606,167.470,167.721,168.171,168.277
1123.984,168.388,167.633,167.653,168.321,167.668,167.470,167.752,168.296,168.339
1124.484,168.325,167.664,167.653,168.321,167.793,167.533,167.783,168.328,168.433
1125.015,168.294,167.758,167.590,168.477,167.793,167.564,167.877,168.171,168.402
1125.515,168.481,167.758,167.590,168.477,167.668,167.595,167.908,168.171,168.433
1126.015,168.450,167.789,167.715,168.415,167.606,167.502,167.877,168.171,168.370
1126.546,168.419,167.851,167.715,168.477,167.700,167.533,167.846,168.265,168.308
1127.046,168.450,167.726,167.715,168.540,167.793,167.502,167.908,168.265,168.308
1127.546,168.419,167.726,167.684,168.602,167.668,167.658,167.877,168.171,168.402
1128.077,168.419,167.820,167.715,168.571,167.606,167.595,167.752,168.140,168.433
1128.577,168.450,167.851,167.715,168.727,167.700,167.752,167.908,168.390,168.683
1129.077,168.544,167.945,167.778,168.665,167.887,167.877,167.908,168.421,168.714
1129.609,168.544,168.039,167.965,168.602,167.981,167.908,168.033,168.421,168.652
1130.109,168.513,167.976,168.059,168.665,167.981,167.908,168.158,168.421,168.464
1130.609,168.419,167.851,167.840,168.633,167.856,167.689,168.033,168.421,168.308
1131.140,168.481,167.851,167.778,168.540,167.856,167.689,167.908,168.421,168.370
1131.640,168.763,167.976,167.778,168.758,167.887,167.752,167.971,168.421,168.652
1132.171,168.763,167.945,167.778,168.633,167.887,167.814,167.971,168.421,168.683
1132.671,168.356,167.570,167.465,168.352,167.700,167.502,167.783,168.296,168.402
1133.171,168.138,167.383,167.372,168.102,167.543,167.408,167.752,168.109,168.152
1133.702,168.075,167.414,167.340,167.977,167.481,167.345,167.627,167.921,168.183
1134.202,167.888,167.414,167.278,167.977,167.387,167.252,167.627,167.828,168.152
1134.702,167.794,167.289,167.247,167.915,167.418,167.314,167.658,167.859,168.120
1135.234,167.919,167.195,167.247,168.133,167.450,167.377,167.627,167.859,168.120
1135.734,168.106,167.226,167.122,168.258,167.481,167.377,167.658,167.953,168.120
1136.234,168.106,167.226,167.122,168.227,167.387,167.252,167.690,167.859,168.120
1136.765,167.794,167.195,167.153,168.008,167.262,167.220,167.502,167.859,168.120
1137.265,167.669,167.133,167.059,167.790,167.262,167.064,167.283,167.828,168.058
1137.765,167.794,167.133,167.059,167.821,167.262,167.095,167.346,167.828,167.933
1138.296,167.856,167.164,166.997,168.008,167.137,167.158,167.377,167.734,167.902
1138.796,168.044,167.164,167.059,168.008,167.200,167.252,167.533,167.859,168.027
1139.296,168.013,167.195,167.215,168.102,167.325,167.345,167.565,167.890,168.120
1139.827,167.919,167.320,167.059,168.102,167.387,167.345,167.502,168.015,168.214
1140.327,168.013,167.289,167.059,167.946,167.325,167.283,167.533,167.984,168.120
1140.827,168.075,167.226,167.153,167.946,167.450,167.283,167.596,167.984,168.183
1141.359,168.200,167.445,167.372,168.071,167.512,167.408,167.627,167.984,168.308
1141.859,168.138,167.539,167.372,168.102,167.481,167.470,167.627,168.015,168.277
1142.359,167.950,167.258,167.184,168.196,167.387,167.283,167.565,167.859,168.152
1142.890,167.794,167.070,167.028,168.133,167.325,167.095,167.440,167.640,167.964
1143.390,167.731,167.195,167.028,167.946,167.231,166.970,167.283,167.765,168.089
1143.890,167.981,167.195,167.028,168.040,167.293,167.189,167.471,168.046,168.214
1144.421,168.075,167.320,167.372,168.446,167.512,167.439,167.783,168.046,168.370
1144.921,168.106,167.476,167.497,168.571,167.637,167.533,167.783,168.046,168.402
1145.421,168.075,167.383,167.309,168.258,167.387,167.377,167.596,167.953,168.183
1145.952,167.825,167.258,167.090,167.946,167.200,167.064,167.471,167.828,167.933
1146.452,167.669,167.133,167.028,167.727,167.075,166.970,167.408,167.765,167.933
1146.952,167.575,167.133,166.965,167.852,167.043,166.970,167.221,167.765,167.964
1147.484,167.669,167.133,166.934,167.915,167.137,167.002,167.221,167.703,167.964
1147.984,167.669,166.976,166.934,167.790,167.137,167.033,167.346,167.640,168.027
1148.484,167.638,166.976,166.809,167.696,167.043,167.033,167.377,167.640,168.027
1149.015,167.700,167.133,166.872,167.696,167.043,167.158,167.377,167.734,168.089
1149.515,167.669,167.133,166.872,167.696,167.168,167.064,167.283,167.765,167.902
1150.015,167.700,167.070,166.903,167.758,167.137,167.127,167.283,167.640,167.870
1150.546,167.731,167.101,166.997,167.758,167.075,167.033,167.346,167.671,167.933
1151.046,167.731,167.133,167.090,167.758,167.075,166.939,167.190,167.765,167.902
1151.546,167.606,167.070,167.059,167.602,167.137,166.908,167.190,167.796,167.870
1152.077,167.606,166.945,166.997,167.758,167.137,167.064,167.283,167.828,167.839
1152.577,167.606,166.883,166.997,167.821,167.043,167.095,167.377,167.703,167.808
1153.109,167.731,166.945,166.965,167.946,167.168,167.095,167.408,167.734,167.933
1153.609,167.731,166.945,166.934,167.883,167.200,167.158,167.471,167.765,167.933
1154.109,167.575,166.945,166.934,167.633,167.200,167.064,167.377,167.671,167.777
1154.640,167.575,167.070,166.934,167.696,167.137,166.877,167.190,167.640,167.777
1155.140,167.450,167.133,166.934,167.821,167.137,167.002,167.127,167.671,167.839
1155.640,167.450,167.101,166.934,167.758,167.106,167.002,167.283,167.609,167.870
1156.171,167.450,167.101,166.903,167.696,166.981,166.939,167.346,167.671,167.808
1156.671,167.575,167.101,166.840,167.665,166.981,166.939,167.346,167.671,167.902
1157.171,167.638,167.133,166.778,167.665,167.043,167.064,167.315,167.671,167.870
1157.702,167.638,167.008,166.872,167.696,167.106,167.002,167.283,167.640,167.870
1158.202,167.481,166.914,166.903,167.758,167.012,166.908,167.377,167.609,167.870
1158.702,167.606,166.945,166.934,167.821,167.043,166.877,167.377,167.609,167.902
1159.234,167.700,167.070,166.840,167.915,167.043,167.033,167.377,167.828,168.058
1159.734,167.700,167.101,166.903,167.883,167.075,167.064,167.346,167.859,168.089
1160.234,167.825,167.101,167.059,167.821,167.200,167.095,167.377,167.828,168.058
1160.765,167.731,167.101,167.122,167.821,167.200,167.033,167.346,167.796,167.964
1161.265,167.825,167.133,167.122,167.915,167.293,167.064,167.315,167.796,167.964
1161.765,167.825,167.133,167.028,168.133,167.356,167.095,167.377,167.921,167.995
1162.296,167.700,167.101,166.997,168.008,167.356,167.095,167.440,167.859,167.995
1162.796,167.606,167.101,167.059,167.852,167.137,167.252,167.440,167.671,167.995
1163.296,167.606,167.101,167.059,167.852,166.950,167.095,167.502,167.671,167.995
1163.827,167.669,167.133,167.059,167.883,166.981,166.970,167.502,167.671,167.902
1164.327,167.794,167.039,167.122,167.915,167.137,167.002,167.315,167.671,167.902
1164.827,167.575,166.976,167.090,167.696,167.106,166.970,167.158,167.765,167.964
1165.359,167.513,167.101,166.997,167.821,167.106,167.033,167.283,167.890,167.964
1165.859,167.575,167.101,166.809,167.915,167.106,167.002,167.315,167.890,167.870
1166.359,167.606,166.976,166.809,167.915,167.043,167.095,167.315,167.828,167.933
1166.890,167.513,167.070,166.903,167.915,167.043,167.095,167.408,167.828,167.933
1167.390,167.450,167.039,166.903,167.790,167.043,167.002,167.408,167.796,167.870
1167.890,167.606,167.039,166.872,167.790,167.043,166.939,167.377,167.734,167.870
1168.421,167.606,167.101,166.997,167.883,167.043,166.939,167.377,167.703,167.902
1168.921,167.606,167.101,166.965,167.790,167.043,166.939,167.408,167.765,167.933
1169.421,167.638,167.133,166.872,167.633,167.043,167.002,167.408,167.671,167.933
1169.952,167.638,167.070,166.809,167.758,167.137,167.033,167.346,167.734,167.933
1170.452,167.700,167.101,166.872,167.852,167.043,166.970,167.252,167.765,167.995
1170.952,167.606,167.070,166.903,167.790,167.043,166.908,167.252,167.765,167.995
1171.484,167.700,167.070,166.840,167.915,167.075,166.908,167.283,167.734,167.964
1171.984,167.700,166.914,166.840,167.946,167.043,167.033,167.283,167.703,167.902
1172.484,167.700,166.914,166.778,167.633,166.918,166.970,167.190,167.734,167.964
1173.015,167.700,167.039,166.840,167.633,167.075,166.970,167.127,167.703,167.933
1173.515,167.669,167.070,166.840,167.727,167.168,166.939,167.127,167.609,167.933
1174.046,167.450,167.164,166.840,167.758,167.075,167.158,167.158,167.796,168.089
1174.546,167.450,167.133,166.903,167.821,166.950,167.220,167.190,167.765,168.058
1175.046,167.544,166.976,166.840,167.727,166.950,167.158,167.190,167.609,167.933
1175.577,167.513,166.789,166.715,167.602,166.981,166.908,167.158,167.515,167.839
1176.077,167.481,166.633,166.622,167.508,166.981,166.814,167.158,167.546,167.714
1176.577,167.388,166.758,166.590,167.415,166.981,166.814,167.283,167.578,167.745
1177.109,167.388,166.914,166.747,167.477,166.981,167.002,167.283,167.578,167.745
1177.609,167.356,166.883,166.872,167.540,166.856,167.095,167.408,167.671,167.683
1178.109,167.200,166.758,166.872,167.540,166.700,166.970,167.283,167.515,167.589
1178.640,167.200,166.758,166.684,167.602,166.825,166.814,167.127,167.484,167.589
1179.140,167.200,166.695,166.684,167.602,166.918,166.752,167.002,167.484,167.714
1179.640,167.200,166.570,166.559,167.602,166.700,166.720,167.002,167.484,167.620
1180.171,167.075,166.570,166.528,167.477,166.606,166.720,167.096,167.484,167.527
1180.671,166.981,166.508,166.528,167.352,166.543,166.752,167.127,167.359,167.527
1181.171,166.794,166.445,166.434,167.321,166.543,166.627,166.971,167.265,167.527
1181.702,166.888,166.351,166.309,167.290,166.543,166.314,166.908,167.265,167.308
1182.202,167.013,166.476,166.309,167.227,166.543,166.314,166.846,167.203,167.214
1182.702,167.013,166.414,166.372,167.133,166.512,166.377,166.846,167.171,167.214
1183.234,166.888,166.508,166.309,167.133,166.606,166.564,166.877,167.171,167.214
1183.734,167.106,166.664,166.372,167.415,166.825,166.783,167.002,167.390,167.308
1184.234,167.263,166.758,166.622,167.602,166.856,166.845,167.096,167.609,167.652
1184.765,167.169,166.570,166.590,167.352,166.668,166.752,167.002,167.609,167.620
1185.265,166.888,166.383,166.278,167.102,166.418,166.502,166.752,167.203,167.308
1185.765,166.606,166.101,166.122,166.821,166.231,166.377,166.471,166.953,167.152
1186.296,166.356,165.789,165.997,166.852,166.200,166.377,166.440,166.765,167.152
1186.796,166.294,165.789,165.809,166.696,165.950,166.158,166.440,166.609,166.995
1187.296,166.294,165.726,165.590,166.540,165.825,165.845,166.283,166.546,166.839
1187.827,166.263,165.726,165.497,166.540,165.825,165.845,166.283,166.546,166.902
1188.327,166.075,165.726,165.622,166.540,165.856,165.845,166.283,166.515,166.870
1188.827,166.044,165.726,165.653,166.508,165.856,165.877,166.158,166.578,166.870
1189.359,166.013,165.726,165.465,166.477,165.856,165.814,166.158,166.609,166.902
1189.859,166.044,165.664,165.528,166.571,165.731,165.814,166.252,166.609,166.870
1190.359,166.013,165.664,165.590,166.477,165.731,165.845,166.252,166.640,166.870
1190.890,166.138,165.851,165.684,166.415,165.731,165.845,166.283,166.765,166.839
1191.390,166.231,165.758,165.778,166.540,165.793,165.877,166.283,166.765,166.839
1191.890,166.044,165.726,165.653,166.602,165.856,165.939,166.283,166.671,166.870
1192.421,166.106,165.695,165.497,166.602,165.825,165.877,166.283,166.578,166.777
1192.921,166.231,165.695,165.497,166.571,165.825,165.845,166.346,166.640,166.777
1193.452,166.231,165.726,165.559,166.633,165.918,165.814,166.408,166.671,166.995
1193.952,166.169,165.820,165.559,166.790,165.981,165.877,166.440,166.796,167.214
1194.452,166.169,165.820,165.747,166.790,166.075,166.002,166.533,166.953,167.214
1194.984,166.200,165.914,165.778,166.790,166.075,166.158,166.533,166.953,167.277
1195.484,166.138,165.914,165.747,166.790,166.137,166.127,166.596,166.890,167.214
1195.984,166.138,165.851,165.747,166.790,166.043,166.095,166.408,166.859,167.214
1196.515,166.106,165.664,165.653,166.665,165.887,166.095,166.252,166.859,167.120
1197.015,166.075,165.695,165.715,166.821,165.950,166.095,166.252,166.859,167.120
1197.515,166.075,165.789,165.809,166.915,166.106,166.158,166.377,166.859,167.058
1198.046,166.138,165.820,165.809,166.915,166.106,166.189,166.471,166.828,167.058
1198.546,166.169,165.851,165.809,166.727,166.012,166.158,166.377,166.828,167.058
1199.046,165.950,165.789,165.778,166.665,165.918,166.095,166.315,166.703,166.964
1199.577,165.794,165.664,165.497,166.571,166.012,165.908,166.283,166.609,166.902
1200.077,165.825,165.476,165.309,166.352,165.918,165.845,166.221,166.546,166.839
1200.577,165.888,165.351,165.309,166.227,165.606,165.783,166.221,166.328,166.777
1201.109,165.763,165.414,165.309,166.133,165.543,165.689,166.127,166.296,166.777
1201.609,165.794,165.351,165.372,166.258,165.575,165.595,165.971,166.484,166.777
1202.109,165.700,165.351,165.278,166.196,165.543,165.595,166.002,166.453,166.714
1202.640,165.544,165.351,165.215,166.165,165.543,165.595,166.033,166.421,166.652
1203.140,165.481,165.320,165.247,166.071,165.668,165.595,166.033,166.359,166.683
1203.640,165.481,165.320,165.247,166.071,165.543,165.502,165.908,166.265,166.683
1204.171,165.481,165.195,165.184,165.946,165.512,165.439,165.752,166.203,166.683
1204.671,165.294,164.914,164.965,165.821,165.418,165.408,165.721,166.203,166.683
1205.171,165.231,164.758,164.903,165.821,165.387,165.345,165.658,166.109,166.558
1205.702,165.169,164.758,164.840,165.790,165.168,165.314,165.533,165.984,166.339
1206.202,164.825,164.508,164.747,165.383,164.856,165.095,165.440,165.890,166.183
1206.702,164.544,164.039,164.434,165.102,164.450,164.720,165.190,165.578,165.964
1207.234,163.856,163.539,163.653,164.571,163.793,164.095,164.565,165.046,165.402
1207.734,163.106,162.758,162.809,163.633,163.075,163.408,163.752,164.359,164.777
1208.234,162.450,161.851,162.090,162.790,162.356,162.470,163.096,163.546,163.995
1208.765,161.950,161.258,161.465,162.196,161.825,161.845,162.533,162.734,163.370
1209.265,161.544,161.101,161.059,161.883,161.606,161.533,162.190,162.359,163.058
1209.765,161.481,161.070,160.934,161.852,161.543,161.314,162.127,162.390,162.964
1210.296,161.544,160.851,160.934,162.008,161.481,161.377,162.190,162.578,162.995
1210.796,161.231,160.601,160.840,161.790,161.043,161.252,162.033,162.546,162.902
1211.296,161.013,160.414,160.747,161.508,160.793,161.095,161.815,162.296,162.527
